id,latitude_verbatim,longitude_verbatim,latitude,longitude,user_id,gid_0,country,gid_1,state,gid_2,county,country_cent_dist,country_cent_dist_relative,country_cent_type,country_cent_dist_max,is_country_centroid,state_cent_dist,state_cent_dist_relative,state_cent_type,state_cent_dist_max,is_state_centroid,county_cent_dist,county_cent_dist_relative,county_cent_type,county_cent_dist_max,is_county_centroid,centroid_dist_km,centroid_dist_relative,centroid_type,centroid_dist_max_km,centroid_poldiv,max_dist,max_dist_rel,latlong_err,coordinate_decimal_places,coordinate_inherent_uncertainty_m
3185,43.0395244974881,-108.624655565238,43.0395244974881,-108.624655565238,,USA,United States,USA.51_1,Wyoming,USA.51.7_1,Fremont,424.0082069401,0.0159528487607278,std,26578.8395100885994110,,87.41826983834,0.265890962508009,bb_main,328.7748820560489790,,0.43795533351,0.00306575520371803,std_main,142.85398031090826025,,,,,,,10,0.001,,12,0.00000008
3186,30.932301011665,-81.67536946625,30.932301011665,-81.67536946625,,USA,United States,USA.11_1,Georgia,USA.11.20_1,Camden,1801.34307285541,0.0682541626589277,pos_main,26391.6954319238558660,,242.93082636702,0.704044079127129,bb,345.0505920995808322,,0.00839719772,0.000239897996086454,std,35.003200764435869990,1,0.00839719772,0.000239897996086454,std,35.003200764435869990,county,10,0.001,,11,0.00000096
3630,31.8,-89.65,31.8,-89.65,,USA,United States,USA.25_1,Mississippi,USA.25.65_1,Smith,1102.27600174438,0.040857487259654,pos_main,26978.555845573421108,,87.3977451197,0.277269380103412,pos,315.2087875231791872,,21.7289351605,0.572005221459432,pos,37.9873021177326244,,,,,,,10,0.001,,1,11128.73891455
3631,38.05,-94.03,38.05,-94.03,,USA,United States,USA.26_1,Missouri,USA.26.93_1,Saint Clair,474.26673894472,0.0190952912218052,std_main,24836.8424150110726655,,137.56383632607,0.390219051871235,pos,352.5297795338385914,,21.98492864959,0.747532014772729,bb_main,29.4100161800749681,,,,,,,10,0.001,,2,1415.04289584
3505,41.38625,-79.78418,41.38625,-79.78418,,USA,United States,USA.39_1,Pennsylvania,USA.39.61_1,Venango,1652.1730606261,0.069686727713015,std_main,23708.575719469934115,,170.28145131288,0.623379048047083,pos_main,273.1587656760945001,,2.74666299779,0.091178027801589,std_main,30.1241764492534098,,,,,,,10,0.001,,5,1.39034642
3506,31.5998338995825,-92.5585456585041,31.5998338995825,-92.5585456585041,,USA,United States,USA.19_1,Louisiana,USA.19.22_1,Grant,907.1948110777,0.0325442383762717,pos,27875.7425688948979183,,65.67678567292,0.147270835796252,pos_main,445.9592105784155203,,0.00378139704,0.0000946915205579875,std_main,39.9338506522802729237,1,0.00378139704,0.0000946915205579875,std_main,39.9338506522802729237,county,10,0.001,,13,0.00000001
3507,39.6668337307801,-121.599804233639,39.6668337307801,-121.599804233639,,USA,United States,USA.5_1,California,USA.5.4_1,Butte,1001.63962049614,0.0373894480638746,std,26789.3663149287452005,,300.83400056317,0.407452589969918,pos_main,738.3288460269215821,,0.03858268386,0.000657682725126637,std,58.664584587607790674,1,0.03858268386,0.000657682725126637,std,58.664584587607790674,county,10,0.001,,12,0.00000008
3253,38.6429481191588,-90.444092022045,38.6429481191588,-90.444092022045,,USA,United States,USA.26_1,Missouri,USA.26.95_1,Saint Louis,759.51677850544,0.0313499765637718,std_main,24227.0285899716313397,,177.95861836696,0.500829483534092,bb,355.3277596821956390,,0.99005837693,0.0301305415689915,pos_main,32.8589638743469245,,,,,,,10,0.001,,12,0.00000009
3254,39.008126178318,-94.3486386689802,39.008126178318,-94.3486386689802,,USA,United States,USA.26_1,Missouri,USA.26.48_1,Jackson,418.49346771453,0.0173051483696891,std_main,24183.1770970276026451,,177.62841363427,0.49829811530063,std,356.4701695231264781,,0.00718569559,0.000249522095446882,std,28.797832821701688874,1,0.00718569559,0.000249522095446882,std,28.797832821701688874,county,10,0.001,,12,0.00000011
3499,46.633,-61.017,46.633,-61.017,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0.001,In ocean,3,134.98526214
3526,43.9708126912653,-69.8589504592922,43.9708126912653,-69.8589504592922,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0.001,In ocean,13,0.00000001
3566,8.89583,-79.58111,8.89583,-79.58111,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0.001,In ocean,5,1.55981339
3622,23.6333333333333,-108.1,23.6333333333333,-108.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0.001,In ocean,1,10203.79878036
3684,19.28306,-104.87306,19.28306,-104.87306,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0.001,In ocean,5,1.52650468
3698,-47.0666667,-1.7666667,-47.0666667,-1.7666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0.001,In ocean,7,0.01346453
3194,43.2071201486366,-98.5864276651617,43.2071201486366,-98.5864276651617,,USA,United States,USA.42_1,South Dakota,USA.42.11_1,Charles Mix,411.17598897199,0.0133269710355915,std_main,30852.9213332788261013,,174.32750245809,0.465138031489164,bb_main,374.7866023768714075,,0.10671360459,0.00170219536228644,std_main,62.69174911078307555,,,,,,,10,0.001,,13,0.00000001
3195,39.4652359347011,-76.6422239239374,39.4652359347011,-76.6422239239374,,USA,United States,USA.21_1,Maryland,USA.21.3_1,Baltimore,1931.15501939817,0.0806223308164863,std_main,23953.1033131985803721,,43.70531509517,0.173403038508924,std_main,252.0446900526529885,,0.85882740959,0.0228351858055282,pos_main,37.6098279604138517,,,,,,,10,0.001,,13,0.00000001
